GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P        PERMP  NPERM
ENSG00000153029    1  181002561  181031074    147      15  10000        1.459      0.07228        0.069   1000
ENSG00000225359    1  181159607  181160285      2       1  10000       -1.215      0.88781        0.891   1000
ENSG00000198216    1  181452716  181777219     12       2  10000       0.1386      0.44488        0.407   1000
ENSG00000272880    1  181781840  181782396      2       1  10000       1.8795     0.030085        0.022   1000
ENSG00000179930    1  182023705  182030847     10       3  10000      0.03213      0.48718        0.457   1000
ENSG00000224810    1  182031812  182038388     13       2  10000      0.66289       0.2537        0.234   1000
ENSG00000231684    1  182305136  182305469      2       1  10000       1.3591     0.087058        0.088   1000
ENSG00000203730    1  182367252  182369751      1       1  10000       0.4747       0.3175        0.302   1000
ENSG00000135828    1  182542769  182558391    276      31  10000       1.1128       0.1329        0.118   1000
ENSG00000135838    1  182758584  182799519    115      14  10000       3.2207   0.00063933       0.0009  10000
ENSG00000157060    1  182869000  182922505      3       1  10000       1.4326      0.07599        0.084   1000
ENSG00000135862    1  182992595  183114727    354       6  10000       1.2761      0.10096        0.099   1000
ENSG00000058085    1  183155373  183214035    634      22  10000      0.93856      0.17398        0.173   1000
ENSG00000157064    1  183217372  183387737     80       4  10000       1.6137     0.053296         0.05   1000
ENSG00000233562    1  183235737  183236420      1       1  10000     -0.47807       0.6837        0.694   1000
ENSG00000162704    1  183589981  183604892    183       4  10000      -0.5685      0.71515        0.713   1000
ENSG00000143344    1  183605220  183897665      4       2  10000     -0.26358      0.60395        0.605   1000
ENSG00000173627    1  183615539  183622448      3       1  10000     -0.55758      0.71144        0.745   1000
ENSG00000270994    1  183678440  183679375     16       2  10000      0.91909      0.17902        0.175   1000
ENSG00000198756    1  183904971  184006863    304      29  10000      0.03674      0.48535         0.48   1000
ENSG00000198860    1  184020811  184043346    224      22  10000       1.0054      0.15736         0.14   1000
ENSG00000116667    1  184356192  184598154      9       1  10000       1.3722     0.084996        0.084   1000
ENSG00000230470    1  184377471  184381494      1       1  10000       1.9629      0.02483        0.027   1000
ENSG00000116406    1  184659365  184724047    187      19  10000       2.8845    0.0019603       0.0046   5000
ENSG00000121481    1  185014496  185071740    158      13  10000       1.9064     0.028299        0.038   1000
ENSG00000232792    1  185040699  185041167      2       1  10000      0.96938      0.16618        0.172   1000
ENSG00000116668    1  185126212  185260897     90       6  10000       1.0416       0.1488        0.142   1000
ENSG00000231084    1  185140467  185140842      2       1  10000       1.6274     0.051821        0.054   1000
ENSG00000233583    1  185231418  185233488      3       1  10000       2.6274    0.0043024       0.0036   5000
ENSG00000238061    1  185249976  185250948     73       4  10000       0.5955      0.27575        0.252   1000
ENSG00000143341    1  185703683  186160081      1       1  10000      0.39046       0.3481        0.349   1000
ENSG00000116690    1  186265411  186283694      7       1  10000      -1.4956      0.93263        0.956   1000
ENSG00000047410    1  186280784  186344457     43       5  10000     -0.17362      0.56892         0.55   1000
ENSG00000157181    1  186344970  186390510      7       1  10000      0.72329      0.23475        0.225   1000
ENSG00000262180    1  186369704  186370587     45       5  10000     -0.86068      0.80529        0.865   1000
ENSG00000116703    1  186412698  186430254     18       4  10000     -0.79905      0.78787        0.821   1000
ENSG00000273198    1  186490905  186491436    199       2  10000      0.56361      0.28651        0.281   1000
ENSG00000228238    1  186547411  186548431    221       9  10000    -0.067098      0.52675         0.49   1000
ENSG00000233196    1  186549647  186550323    382      12  10000     -0.40087      0.65574        0.619   1000
ENSG00000073756    1  186640923  186649559     63       2  10000     -0.77972      0.78222          0.8   1000
ENSG00000273129    1  186649754  186650578     75       7  10000     -0.84665      0.80141        0.824   1000
ENSG00000116711    1  186798085  186958113     90       9  10000       -0.227      0.58979        0.525   1000
ENSG00000162670    1  190066792  190447012     36       3  10000      0.86489      0.19355        0.165   1000
ENSG00000228020    1  191115155  191116091    140       2  10000       1.5408     0.061681        0.053   1000
ENSG00000261642    1  191120640  191123764    245      14  10000       1.5585     0.059557        0.061   1000
ENSG00000150681    1  192127587  192154945     32       3  10000       3.1283   0.00087924       0.0003  10000
ENSG00000226723    1  192215838  192216617      1       1  10000     -0.54203       0.7061        0.716   1000
ENSG00000236792    1  192216635  192217077      1       1  10000      -2.3575       0.9908        0.991   1000
ENSG00000090104    1  192544857  192549161      9       1  10000       0.4901      0.31203        0.299   1000
ENSG00000116750    1  192981380  193028626      2       1  10000      0.42136      0.33675        0.329   1000
ENSG00000116747    1  193028552  193060907      1       1  10000      0.48426       0.3141        0.302   1000
ENSG00000023572    1  193065598  193075244    324      15  10000       3.6041   0.00015663       0.0003  10000
ENSG00000134371    1  193091147  193223031      1       1  10000     -0.21727        0.586        0.616   1000
ENSG00000162630    1  193148175  193155784      1       1  10000      0.19014       0.4246        0.424   1000
ENSG00000233057    1  194158097  194159472      4       1  10000       1.5341     0.062504        0.069   1000
ENSG00000228167    1  194687925  194688366      6       1  10000       1.6104     0.053654         0.04   1000
ENSG00000162687    1  196194909  196578355    356       9  10000       1.4994     0.066888        0.054   1000
ENSG00000000971    1  196621008  196716634    165      17  10000       3.0682    0.0010768       0.0022   5000
ENSG00000244414    1  196788887  196801319    291      17  10000       1.7385     0.041058        0.053   1000
ENSG00000134365    1  196819371  196888102    315      21  10000       1.7412     0.040828        0.042   1000
ENSG00000066279    1  197053258  197115824     87       4  10000        2.241     0.012513        0.016   1000
ENSG00000235748    1  197107878  197108437      8       1  10000       2.1266     0.016729        0.013   1000
ENSG00000177888    1  197122810  197169672    133      14  10000       2.5725    0.0050487        0.011   1000
ENSG00000237861    1  197191352  197192385     13       2  10000      0.35135      0.36266         0.33   1000
ENSG00000134376    1  197237334  197447585    247       8  10000       3.0641    0.0010916        0.003   5000
ENSG00000213047    1  197473878  197744623    132      11  10000       3.1086   0.00093973       0.0032   5000
ENSG00000213046    1  197657890  197659757      3       1  10000       4.1349   1.7759e-05       0.0001  10000
ENSG00000233040    1  197715881  197716581      2       1  10000       0.1593      0.43672        0.435   1000
ENSG00000151414    1  198126093  198291550    146       8  10000      -0.6415       0.7394        0.746   1000
ENSG00000081237    1  198608170  198726412      1       1  10000       0.6579       0.2553        0.248   1000
ENSG00000225172    1  198952450  198954529      3       1  10000     -0.96612      0.83301        0.873   1000
ENSG00000233410    1  198975169  198990166      3       1  10000     0.045232      0.48196        0.497   1000
ENSG00000273093    1  200284563  200285095      3       1  10000      -1.0178      0.84561        0.842   1000
ENSG00000162702    1  200374068  200379184     66       6  10000         5.87   2.1792e-09       0.0001  10000
ENSG00000118193    1  200520625  200589862    184      16  10000      0.67692      0.24923        0.239   1000
ENSG00000118197    1  200593024  200639097    354      27  10000       2.8552    0.0021503       0.0044   5000
ENSG00000260088    1  200638635  200663378    366      27  10000       2.0544     0.019969        0.026   1000
ENSG00000118200    1  200708686  200829832    171      15  10000       2.7532    0.0029507       0.0056   5000
ENSG00000231333    1  200832936  200833280      1       1  10000      0.78134       0.2173        0.252   1000
ENSG00000163362    1  200860469  200884863      2       1  10000      0.88784      0.18731        0.168   1000
ENSG00000116852    1  200938518  200992828     73      10  10000       2.2846     0.011169        0.025   1000
ENSG00000229191    1  200993077  200997920     53       3  10000       2.2739     0.011485        0.018   1000
ENSG00000081248    1  201008640  201081694     10       3  10000       4.8055   7.7192e-07       0.0001  10000
ENSG00000232237    1  201083081  201096312     11       1  10000     -0.47039      0.68096        0.665   1000
ENSG00000116857    1  201103900  201140702    128      24  10000       1.3358     0.090814        0.085   1000
ENSG00000163395    1  201159953  201198080      2       1  10000       -1.707      0.95609        0.944   1000
ENSG00000081277    1  201252580  201302121    109      13  10000      0.80392      0.21072        0.191   1000
